Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy
Atorvastatin,1612,6210,Weekly
Atorvastatin,2825,9355,Weekly
Insulin,1219,6441,Quarterly
Atorvastatin,7744,4384,Weekly
Insulin,7725,2042,Monthly
Insulin,2624,1699,Monthly
Metformin,3124,7392,Monthly
Metformin,3664,5732,Monthly
Insulin,5966,8407,Monthly
Atorvastatin,4221,2265,Monthly
Atorvastatin,7619,4537,Quarterly
Metformin,4484,3733,Quarterly
Metformin,8503,7475,Monthly
Lisinopril,5202,9689,Quarterly
Insulin,1850,10924,Monthly
Lisinopril,2627,5145,Weekly
Atorvastatin,1437,9004,Weekly
Metformin,3864,9095,Monthly
Lisinopril,5811,9970,Monthly
Atorvastatin,3122,3689,Monthly
Lisinopril,4704,2249,Quarterly
Metformin,9156,4237,Weekly
Atorvastatin,4495,5950,Monthly
Atorvastatin,4696,8387,Weekly
Insulin,8094,6585,Monthly
Atorvastatin,5136,4574,Weekly
Insulin,9736,6789,Weekly
Metformin,3088,5172,Quarterly
Lisinopril,9257,7885,Weekly
Atorvastatin,4399,6839,Monthly
Lisinopril,6427,3177,Monthly
Lisinopril,3980,2683,Quarterly
Atorvastatin,9643,4840,Quarterly
Lisinopril,7697,8121,Monthly
Insulin,1137,2971,Monthly
Metformin,6842,6720,Weekly
Insulin,1804,9987,Weekly
Insulin,9369,10905,Quarterly
Metformin,3333,10775,Quarterly
Insulin,4227,9009,Quarterly
Insulin,1997,1751,Monthly
Insulin,5829,2836,Quarterly
Metformin,5299,7389,Quarterly
Atorvastatin,7347,3805,Monthly
Insulin,2754,4962,Weekly
Metformin,6890,5474,Weekly
Atorvastatin,3498,3243,Monthly
Insulin,9794,1866,Weekly
Lisinopril,3856,6628,Quarterly
Insulin,9371,8066,Weekly
Atorvastatin,8450,8909,Weekly
Insulin,6706,4223,Weekly
Lisinopril,7595,2863,Weekly
Atorvastatin,3650,7844,Monthly
Atorvastatin,1507,5825,Weekly
Insulin,8661,5764,Monthly
Metformin,6391,1515,Monthly
Atorvastatin,1967,5102,Monthly
Metformin,6834,7168,Weekly
Lisinopril,8775,4398,Quarterly
Insulin,6652,10757,Monthly
Atorvastatin,5680,4371,Monthly
Lisinopril,9856,1946,Weekly
Atorvastatin,1637,6182,Weekly
Metformin,7876,2106,Monthly
Insulin,6280,2746,Quarterly
Metformin,2824,7691,Weekly
Insulin,3177,3385,Quarterly
Atorvastatin,5243,4672,Quarterly
Lisinopril,2152,6418,Monthly
Insulin,4605,1621,Weekly
Insulin,3356,3260,Quarterly
Atorvastatin,8533,7161,Monthly
Lisinopril,9794,1678,Weekly
Atorvastatin,3334,8655,Quarterly
Metformin,5512,6694,Monthly
Lisinopril,3064,1537,Weekly
Insulin,3791,9086,Monthly
Insulin,1329,1561,Weekly
Insulin,2927,1521,Monthly
Lisinopril,3613,7309,Monthly
Atorvastatin,1270,9824,Weekly
Metformin,6595,6594,Weekly
Lisinopril,4151,7236,Weekly
Metformin,2735,6844,Quarterly
Insulin,1759,7342,Weekly
Lisinopril,1226,2010,Quarterly
Metformin,3011,6088,Monthly
Metformin,6624,1537,Monthly
Atorvastatin,6356,8349,Monthly
Lisinopril,7680,2148,Weekly
Atorvastatin,3754,6071,Quarterly
Metformin,1236,2902,Weekly
Lisinopril,3603,9511,Weekly
Insulin,3211,2102,Monthly
Metformin,4346,8011,Monthly
Metformin,7811,3492,Weekly
Atorvastatin,3660,5793,Weekly
Atorvastatin,8861,7890,Weekly
Insulin,3903,1537,Weekly
Insulin,9511,5110,Quarterly
Atorvastatin,6317,8734,Weekly
Insulin,1562,9563,Quarterly
Lisinopril,8075,5209,Quarterly
Atorvastatin,1028,7114,Weekly
Insulin,4731,9326,Quarterly
Metformin,7285,8257,Monthly
Insulin,2891,9714,Monthly
Lisinopril,4064,3615,Quarterly
Metformin,8732,7265,Weekly
Lisinopril,8826,6025,Weekly
Insulin,9849,6376,Monthly
Lisinopril,1060,4300,Monthly
Insulin,8410,7657,Quarterly
Insulin,6845,9787,Monthly
Lisinopril,6255,9347,Weekly
Metformin,6585,6319,Quarterly
Insulin,8055,4353,Monthly
Lisinopril,9907,4228,Weekly
Lisinopril,4267,8550,Monthly
Atorvastatin,1126,7187,Weekly
Insulin,2385,3410,Weekly
Atorvastatin,5475,7175,Monthly
Insulin,8290,8156,Weekly
Atorvastatin,6670,2578,Weekly
Lisinopril,6757,5862,Weekly
Insulin,6601,10413,Weekly
Metformin,2279,7325,Quarterly
Metformin,6581,10440,Monthly
Atorvastatin,9959,9850,Monthly
Insulin,5970,10775,Quarterly
Atorvastatin,6453,9601,Quarterly
Atorvastatin,4936,10511,Monthly
Atorvastatin,7547,8258,Quarterly
Atorvastatin,3949,2594,Quarterly
Atorvastatin,2720,10640,Monthly
Metformin,6082,9100,Quarterly
Metformin,7765,1658,Quarterly
Atorvastatin,3864,6654,Monthly
Metformin,9000,8333,Weekly
Atorvastatin,7540,7772,Quarterly
Insulin,9165,2074,Quarterly
Metformin,1905,2734,Weekly
Insulin,6935,3306,Monthly
Lisinopril,5203,2200,Quarterly
Insulin,4529,10936,Weekly
Insulin,2642,3493,Quarterly
Metformin,9446,2528,Monthly
Lisinopril,2837,9403,Weekly
Insulin,3063,5276,Quarterly
Metformin,6633,3073,Monthly
Atorvastatin,1262,10579,Monthly
Insulin,4090,10122,Monthly
Insulin,5032,1614,Quarterly
Atorvastatin,7269,5156,Quarterly
Lisinopril,1997,6943,Quarterly
Atorvastatin,1142,5773,Monthly
Lisinopril,9045,7344,Quarterly
Atorvastatin,3940,2429,Quarterly
Insulin,5316,9184,Weekly
Metformin,9855,3507,Quarterly
Metformin,3095,10552,Weekly
Atorvastatin,1299,5228,Quarterly
Atorvastatin,1741,4613,Monthly
Insulin,1711,7404,Monthly
Metformin,3323,8390,Quarterly
Atorvastatin,3587,8884,Quarterly
Insulin,2759,2792,Monthly
Atorvastatin,5042,2637,Monthly
Insulin,6726,3597,Weekly
Lisinopril,6133,1870,Monthly
Atorvastatin,9196,5427,Quarterly
Atorvastatin,5045,6593,Quarterly
Insulin,6335,9653,Weekly
Metformin,4571,2194,Monthly
Atorvastatin,1376,3472,Monthly
Atorvastatin,9709,5960,Quarterly
Metformin,7193,9593,Quarterly
Insulin,3273,9033,Monthly
Atorvastatin,2229,6514,Monthly
Atorvastatin,5672,2062,Weekly
Metformin,7869,9161,Quarterly
Lisinopril,6186,7521,Monthly
Metformin,4840,8744,Weekly
Atorvastatin,5973,7886,Monthly
Lisinopril,9064,10922,Monthly
Lisinopril,4482,4245,Monthly
Metformin,9700,3520,Weekly
Atorvastatin,5937,8265,Weekly
Atorvastatin,4975,3207,Weekly
Metformin,7680,7900,Weekly
Lisinopril,4920,5590,Quarterly
Insulin,6441,9349,Monthly
Lisinopril,9916,9013,Weekly
Metformin,9671,6324,Weekly
Atorvastatin,5096,7352,Quarterly
Atorvastatin,6326,3614,Quarterly
Insulin,7044,4379,Weekly
Insulin,7892,7306,Quarterly
Lisinopril,2390,7988,Quarterly
Metformin,6798,7171,Monthly
Metformin,2374,3703,Weekly
Insulin,6628,2332,Quarterly
Metformin,1024,9453,Weekly
Metformin,4052,6753,Quarterly
Lisinopril,3196,4125,Quarterly
Atorvastatin,9209,9080,Quarterly
Insulin,8521,3532,Monthly
Lisinopril,1032,9924,Quarterly
Lisinopril,8146,5376,Monthly
Atorvastatin,9476,6246,Quarterly
Atorvastatin,9945,5872,Monthly
Lisinopril,6516,4337,Monthly
Lisinopril,4163,6991,Weekly
Metformin,2877,9531,Weekly
Lisinopril,4374,6084,Weekly
Metformin,9831,2651,Weekly
Atorvastatin,9923,7911,Weekly
Lisinopril,1762,8762,Quarterly
Insulin,5089,5870,Quarterly
Insulin,8760,3245,Weekly
Lisinopril,8050,9476,Monthly
Atorvastatin,2940,4053,Monthly
Lisinopril,9945,3796,Monthly
Lisinopril,6183,1795,Quarterly
Metformin,2259,8066,Monthly
Metformin,1238,5528,Weekly
Metformin,9879,7790,Monthly
Atorvastatin,8281,7935,Weekly
Atorvastatin,4505,1988,Monthly
Insulin,1575,6170,Quarterly
Insulin,2788,8433,Quarterly
Lisinopril,9990,1796,Monthly
Insulin,3176,3970,Quarterly
Atorvastatin,9945,10099,Quarterly
Atorvastatin,9412,3512,Monthly
Metformin,8412,2746,Weekly
Atorvastatin,1369,5309,Monthly
Metformin,5267,6738,Monthly
Atorvastatin,7922,5677,Monthly
Metformin,9487,2682,Quarterly
Atorvastatin,2867,4833,Quarterly
Insulin,8066,9960,Monthly
Atorvastatin,1104,6787,Quarterly
Metformin,5894,8852,Monthly
Metformin,8540,1751,Weekly
Atorvastatin,3907,1965,Monthly
Metformin,5785,10988,Weekly
Atorvastatin,4305,5731,Quarterly
Lisinopril,9472,5797,Monthly
Atorvastatin,3245,10228,Quarterly
Atorvastatin,3106,7581,Quarterly
Metformin,4156,9970,Quarterly
Lisinopril,5806,7913,Weekly
Metformin,8966,8700,Quarterly
Lisinopril,3702,8019,Quarterly
Lisinopril,8994,7966,Weekly
Lisinopril,9563,5351,Weekly
Metformin,7874,7044,Quarterly
Lisinopril,8290,4889,Weekly
Metformin,7147,6639,Monthly
Lisinopril,5337,4529,Weekly
Atorvastatin,6573,1687,Weekly
Atorvastatin,3063,9954,Monthly
Metformin,8863,6128,Weekly
Insulin,3732,9541,Monthly
Lisinopril,2134,3736,Monthly
Insulin,5143,2673,Weekly
Metformin,6697,10921,Monthly
Insulin,4930,7416,Weekly
Metformin,2441,3717,Weekly
Atorvastatin,5136,4085,Quarterly
Lisinopril,3319,8383,Monthly
Metformin,1223,6127,Quarterly
Metformin,5054,9650,Monthly
Lisinopril,9834,10137,Quarterly
Metformin,4124,3803,Quarterly
Insulin,5056,5434,Monthly
Metformin,8338,2080,Quarterly
Atorvastatin,3691,5103,Monthly
Metformin,5224,10571,Quarterly
Atorvastatin,7256,5523,Quarterly
Lisinopril,2585,4341,Monthly
Insulin,1910,3452,Weekly
Metformin,9313,10096,Quarterly
Lisinopril,4420,3910,Weekly
Lisinopril,4484,8558,Weekly
Atorvastatin,8259,8832,Monthly
Atorvastatin,4340,9123,Quarterly
Metformin,4661,6209,Quarterly
Insulin,1911,4077,Weekly
Metformin,4775,6436,Monthly
Lisinopril,8714,5355,Weekly
Metformin,6666,5882,Weekly
Atorvastatin,6915,8770,Weekly
Atorvastatin,8800,3867,Weekly
Lisinopril,7949,4368,Monthly
Insulin,9928,9459,Weekly
Metformin,3523,6706,Monthly
Insulin,6032,3199,Quarterly
Insulin,8700,9115,Monthly
Metformin,9698,9628,Monthly
Metformin,4112,10326,Weekly
Lisinopril,2819,8891,Quarterly
Insulin,2773,2870,Quarterly
Metformin,6729,8056,Weekly
Lisinopril,8057,4811,Monthly
Insulin,6197,10603,Weekly
Insulin,7037,4499,Quarterly
Atorvastatin,7443,5954,Monthly
Lisinopril,2397,10218,Weekly
Lisinopril,5689,6327,Weekly
Metformin,6813,1836,Weekly
Metformin,5188,2933,Quarterly
Atorvastatin,7492,9639,Quarterly
Atorvastatin,2257,3937,Monthly
Insulin,6714,3177,Quarterly
Lisinopril,7328,8793,Weekly
Lisinopril,2653,7796,Weekly
Insulin,6433,9638,Monthly
Lisinopril,9386,2799,Monthly
Metformin,5340,5354,Monthly
Lisinopril,4861,9744,Weekly
Metformin,2970,5494,Quarterly
Lisinopril,2767,1899,Monthly
Atorvastatin,4978,7938,Monthly
Metformin,1562,6735,Weekly
Metformin,6387,4989,Monthly
Lisinopril,5214,5801,Quarterly
Metformin,7633,5018,Monthly
Insulin,8622,1966,Monthly
Insulin,9370,8362,Weekly
Lisinopril,7593,6653,Monthly
Insulin,6586,8769,Quarterly
Atorvastatin,8392,2471,Weekly
Insulin,7761,3369,Monthly
Atorvastatin,6238,10541,Monthly
Insulin,9500,7378,Quarterly
Insulin,3221,10696,Weekly
Lisinopril,1884,9342,Monthly
Lisinopril,2635,8842,Monthly
Lisinopril,3248,9652,Weekly
Metformin,9690,10441,Quarterly
Metformin,2128,4342,Weekly
Atorvastatin,8509,8826,Monthly
Atorvastatin,1315,9826,Weekly
Atorvastatin,8624,3245,Quarterly
Lisinopril,2678,6320,Quarterly
Atorvastatin,1355,6398,Monthly
Lisinopril,3310,5838,Weekly
Atorvastatin,1633,9696,Weekly
Metformin,7950,8649,Monthly
Atorvastatin,5101,9215,Weekly
Metformin,1395,1782,Weekly
Atorvastatin,3547,8462,Weekly
Lisinopril,3325,7759,Monthly
Lisinopril,8544,10121,Weekly
Atorvastatin,6926,10434,Monthly
Lisinopril,6746,9314,Monthly
Metformin,2933,6308,Monthly
Insulin,4496,10582,Weekly
Metformin,1527,6200,Weekly
Lisinopril,8762,4248,Quarterly
Atorvastatin,1675,5296,Weekly
Atorvastatin,6168,3691,Quarterly
Insulin,4826,7072,Weekly
Metformin,4325,3519,Quarterly
Insulin,3881,7519,Weekly
Atorvastatin,2437,3674,Monthly
Lisinopril,6712,9500,Monthly
Insulin,4924,1996,Quarterly
Insulin,4298,2489,Monthly
Atorvastatin,4268,2042,Monthly
Insulin,3509,10039,Monthly
Atorvastatin,8116,3703,Weekly
Metformin,6936,4485,Weekly
Insulin,2753,5184,Monthly
Metformin,2598,5678,Quarterly
Insulin,4487,10637,Monthly
Metformin,1728,6988,Monthly
Insulin,5788,2364,Weekly
Atorvastatin,1364,7872,Weekly
Lisinopril,8058,7607,Weekly
Insulin,8353,6143,Monthly
Insulin,8656,4302,Monthly
Insulin,9956,9651,Monthly
Insulin,9436,9446,Quarterly
Atorvastatin,1361,1827,Monthly
Atorvastatin,3118,2384,Quarterly
Atorvastatin,6961,6796,Weekly
Insulin,8763,7672,Monthly
Insulin,5622,2567,Monthly
Metformin,2996,7493,Monthly
Atorvastatin,6650,7797,Weekly
Lisinopril,6763,9689,Quarterly
Metformin,7180,5626,Monthly
Atorvastatin,1389,8589,Monthly
Insulin,7698,5899,Weekly
Metformin,7514,1603,Quarterly
Atorvastatin,8709,9246,Monthly
Lisinopril,9900,3762,Quarterly
Atorvastatin,1184,2089,Monthly
Insulin,5281,6924,Monthly
Atorvastatin,5594,9808,Weekly
Insulin,5407,4154,Weekly
Lisinopril,6044,2470,Monthly
Insulin,9248,2257,Quarterly
Atorvastatin,1015,3144,Monthly
Atorvastatin,3240,5413,Weekly
Metformin,6392,10949,Quarterly
Metformin,7045,10221,Weekly
Atorvastatin,9535,8734,Quarterly
Insulin,1974,3534,Monthly
Atorvastatin,1057,10005,Weekly
Insulin,4130,5763,Quarterly
Insulin,3604,3998,Monthly
Atorvastatin,4211,8604,Quarterly
Metformin,9063,10813,Monthly
Metformin,9217,7584,Monthly
Metformin,5073,10051,Monthly
Atorvastatin,3599,2162,Weekly
Metformin,7200,8608,Monthly
Lisinopril,8221,7996,Quarterly
Lisinopril,3017,5055,Quarterly
Lisinopril,3307,3758,Weekly
Lisinopril,7915,5087,Monthly
Insulin,1599,10716,Weekly
Insulin,3450,7758,Weekly
Atorvastatin,1377,8511,Quarterly
Metformin,4399,3567,Monthly
Metformin,4256,6749,Quarterly
Insulin,4670,9446,Quarterly
Lisinopril,9236,6438,Monthly
Metformin,1421,5443,Weekly
Lisinopril,5365,8714,Monthly
Metformin,5179,4902,Quarterly
Metformin,1716,8026,Weekly
Metformin,4874,7312,Weekly
Insulin,3918,9713,Quarterly
Atorvastatin,6273,3676,Weekly
Insulin,8659,2767,Monthly
Insulin,1915,4146,Quarterly
Atorvastatin,5351,8914,Monthly
Insulin,7991,4439,Monthly
Insulin,1068,3381,Weekly
Atorvastatin,5645,7191,Weekly
Lisinopril,3899,10525,Monthly
Insulin,3406,10378,Quarterly
Atorvastatin,5072,2535,Quarterly
Insulin,7977,3676,Monthly
Insulin,9616,9491,Monthly
Insulin,3379,6847,Weekly
Atorvastatin,3311,5652,Weekly
Metformin,7212,4779,Monthly
Lisinopril,4748,3391,Weekly
Lisinopril,5794,10007,Quarterly
Insulin,5292,4583,Weekly
Atorvastatin,1029,4958,Weekly
Lisinopril,8582,7826,Weekly
Metformin,6157,6698,Weekly
Atorvastatin,3242,10369,Weekly
Metformin,5685,3050,Monthly
Insulin,6292,7124,Monthly
Insulin,4077,10031,Monthly
Lisinopril,1638,2427,Monthly
Metformin,8684,6507,Monthly
Insulin,4326,8754,Monthly
Lisinopril,8010,6705,Weekly
Atorvastatin,1824,3950,Quarterly
Metformin,6956,9464,Monthly
Lisinopril,1586,3951,Monthly
Atorvastatin,1926,9328,Quarterly
Lisinopril,4893,1676,Quarterly
Metformin,9724,10760,Weekly
Lisinopril,7220,7733,Quarterly
Metformin,4413,5747,Quarterly
Metformin,6286,8518,Quarterly
Atorvastatin,5165,5717,Quarterly
Metformin,6496,3206,Weekly
Insulin,6095,7857,Quarterly
Lisinopril,4003,5954,Monthly
Insulin,1463,6989,Quarterly
Atorvastatin,4815,3637,Weekly
Insulin,1065,2479,Weekly
Atorvastatin,4295,5918,Monthly
Lisinopril,9945,10073,Monthly
Insulin,4962,3105,Weekly
Insulin,4053,8221,Weekly
Metformin,4153,6333,Monthly
Atorvastatin,7018,4802,Weekly
Metformin,6688,6046,Quarterly
Metformin,3028,7427,Monthly
Lisinopril,5773,7334,Monthly
Atorvastatin,8422,6141,Monthly
Lisinopril,1086,6359,Quarterly
Lisinopril,4214,8822,Monthly
Metformin,4333,10521,Monthly
Atorvastatin,4653,2138,Weekly
Metformin,7460,4824,Weekly
Metformin,5367,8578,Monthly
Lisinopril,1095,3896,Monthly
Lisinopril,6799,6675,Weekly
Atorvastatin,6754,8521,Monthly
Insulin,6939,2410,Weekly
Metformin,3061,1838,Monthly
Metformin,1717,10771,Monthly
Atorvastatin,1824,4632,Quarterly
Atorvastatin,7165,4547,Monthly
Atorvastatin,3440,4044,Weekly
Metformin,7659,10937,Quarterly
Metformin,6716,4925,Monthly
Lisinopril,1942,4007,Monthly
Lisinopril,9172,7507,Monthly
Metformin,2931,8334,Weekly
Atorvastatin,1938,1522,Monthly
Metformin,5351,2089,Monthly
Insulin,2912,10049,Weekly
Lisinopril,3918,3469,Weekly
Insulin,1386,1559,Monthly
Atorvastatin,9928,9166,Weekly
Insulin,9917,8839,Monthly
Metformin,4908,7192,Weekly
Metformin,7530,7887,Monthly
Insulin,1696,4262,Quarterly
Atorvastatin,7162,7595,Monthly
Insulin,4246,6945,Monthly
Metformin,4972,5573,Monthly
Metformin,5034,8237,Monthly
Insulin,8332,4579,Monthly
Metformin,6803,3772,Quarterly
Lisinopril,3642,6186,Weekly
Insulin,4631,5784,Monthly
Atorvastatin,4425,6086,Weekly
Lisinopril,3296,5040,Weekly
Metformin,5620,6765,Weekly
Insulin,2890,4418,Quarterly
Insulin,9410,7162,Weekly
Atorvastatin,7090,6609,Weekly
Lisinopril,8655,7257,Weekly
Insulin,7625,3913,Monthly
Lisinopril,1438,2567,Monthly
Lisinopril,7557,10242,Monthly
Insulin,5875,5565,Quarterly
Atorvastatin,5938,6998,Weekly
Insulin,6533,5713,Weekly
Atorvastatin,8048,4455,Quarterly
Atorvastatin,6213,9253,Monthly
Lisinopril,9946,10041,Quarterly
Metformin,3581,2498,Weekly
Lisinopril,2149,9064,Quarterly
Insulin,8979,3762,Quarterly
Insulin,9308,6343,Monthly
Lisinopril,4560,2375,Quarterly
Atorvastatin,6661,8957,Weekly
Lisinopril,3953,2939,Monthly
Metformin,8862,6571,Monthly
Lisinopril,5853,3228,Weekly
Atorvastatin,6236,3824,Quarterly
Atorvastatin,3019,3044,Monthly
Insulin,8614,2067,Monthly
Atorvastatin,1186,5705,Weekly
Atorvastatin,6883,10839,Quarterly
Metformin,3534,2612,Quarterly
Lisinopril,3820,8371,Quarterly
Metformin,9570,6861,Quarterly
Metformin,5441,6580,Monthly
Lisinopril,2218,8892,Quarterly
Insulin,6135,2321,Monthly
Lisinopril,3818,8811,Quarterly
Atorvastatin,4030,3319,Weekly
Metformin,9447,7254,Weekly
Lisinopril,6620,3002,Weekly
Insulin,7449,8172,Quarterly
Atorvastatin,3789,9715,Monthly
Metformin,5713,4720,Quarterly
Insulin,4331,7835,Quarterly
Atorvastatin,4966,8993,Monthly
Metformin,1992,7810,Quarterly
Atorvastatin,8550,8076,Quarterly
Lisinopril,8195,4583,Weekly
Insulin,7068,2953,Monthly
Metformin,6311,2840,Quarterly
Insulin,7748,9199,Weekly
Insulin,5551,9801,Weekly
Metformin,7199,6606,Quarterly
Atorvastatin,6482,4410,Weekly
Lisinopril,9622,4241,Quarterly
Lisinopril,3955,7851,Weekly
Insulin,2751,8550,Quarterly
Lisinopril,8164,7625,Weekly
Metformin,7681,10233,Monthly
Atorvastatin,3468,3462,Monthly
Lisinopril,4659,4617,Weekly
Atorvastatin,9697,6792,Quarterly
Lisinopril,8504,9543,Quarterly
Lisinopril,1301,3100,Monthly
Lisinopril,3729,2342,Quarterly
Metformin,9184,1675,Quarterly
Insulin,6352,2651,Weekly
Lisinopril,9905,8761,Quarterly
Metformin,1360,2722,Quarterly
Metformin,8416,9519,Quarterly
Lisinopril,4308,10704,Monthly
Insulin,7901,10302,Weekly
Lisinopril,8215,6459,Weekly
Atorvastatin,9009,4745,Quarterly
Insulin,1679,9692,Monthly
Lisinopril,9047,4180,Weekly
Atorvastatin,2957,9470,Monthly
Lisinopril,1670,8629,Monthly
Metformin,7490,7200,Quarterly
Metformin,1458,10280,Quarterly
Lisinopril,8451,7353,Weekly
Lisinopril,4264,7897,Weekly
Atorvastatin,2754,3939,Monthly
Atorvastatin,4025,6201,Quarterly
Atorvastatin,6315,10130,Quarterly
Insulin,6475,8394,Monthly
Metformin,9883,10480,Weekly
Insulin,8846,10051,Quarterly
Metformin,4657,4804,Monthly
Insulin,6913,5607,Weekly
Atorvastatin,9020,7071,Monthly
Insulin,9011,5445,Quarterly
Lisinopril,8868,1655,Weekly
Atorvastatin,2671,6508,Monthly
Atorvastatin,8535,9864,Weekly
Lisinopril,8356,9629,Weekly
Lisinopril,7416,10822,Quarterly
Atorvastatin,6815,3641,Weekly
Metformin,7971,3954,Quarterly
Atorvastatin,5924,3421,Weekly
Atorvastatin,8203,3573,Quarterly
Insulin,8707,3192,Quarterly
Metformin,4186,7126,Weekly
Atorvastatin,4044,7832,Monthly
Lisinopril,9276,5790,Monthly
Lisinopril,7955,6666,Monthly
Atorvastatin,8537,6199,Monthly
Atorvastatin,4705,8847,Weekly
Lisinopril,6251,2907,Quarterly
Atorvastatin,2644,8732,Monthly
Insulin,7132,4735,Weekly
Metformin,6350,5110,Weekly
Insulin,4924,5860,Monthly
Metformin,7775,10174,Weekly
Insulin,6715,9050,Weekly
Insulin,4932,5326,Weekly
Metformin,2059,8522,Monthly
Insulin,3107,2133,Quarterly
Insulin,7852,2829,Monthly
Insulin,7914,7432,Weekly
Atorvastatin,2581,4924,Monthly
Lisinopril,1437,7758,Monthly
Insulin,3658,9520,Monthly
Metformin,7216,6872,Monthly
Metformin,5548,4658,Quarterly
Lisinopril,9175,7089,Monthly
Atorvastatin,1677,3940,Monthly
Insulin,9719,8867,Quarterly
Lisinopril,3328,7715,Quarterly
Metformin,9598,10814,Weekly
Lisinopril,1328,5553,Monthly
Lisinopril,6491,6708,Monthly
Metformin,9577,9737,Monthly
Atorvastatin,1261,5956,Weekly
Atorvastatin,4592,5107,Weekly
Metformin,4767,8027,Quarterly
Lisinopril,7552,7839,Monthly
Lisinopril,8855,8995,Weekly
Lisinopril,7030,3536,Weekly
Atorvastatin,9288,5306,Monthly
Lisinopril,4644,1823,Quarterly
Lisinopril,4127,6186,Monthly
Lisinopril,2286,8623,Monthly
Lisinopril,4467,5767,Monthly
Atorvastatin,2675,2816,Monthly
Insulin,1229,3622,Monthly
Atorvastatin,4429,10055,Monthly
Metformin,9627,8937,Monthly
Insulin,6654,6865,Weekly
Insulin,1641,3237,Quarterly
Atorvastatin,7906,10785,Monthly
Atorvastatin,3396,6336,Quarterly
Atorvastatin,6266,5895,Quarterly
Insulin,1523,8448,Monthly
Lisinopril,2794,5230,Monthly
Lisinopril,7431,6140,Monthly
Insulin,8527,6022,Quarterly
Insulin,3997,9399,Monthly
Metformin,3176,9288,Monthly
Metformin,8262,5615,Weekly
Insulin,6540,8815,Monthly
Metformin,4636,5926,Monthly
Insulin,7869,10206,Monthly
Insulin,4770,4947,Monthly
Lisinopril,9699,5774,Monthly
Atorvastatin,6697,4701,Weekly
Lisinopril,5076,1754,Weekly
Insulin,3495,10811,Weekly
Insulin,5767,6440,Weekly
Metformin,6407,10589,Monthly
Insulin,1521,10747,Weekly
Lisinopril,7082,3950,Quarterly
Atorvastatin,7909,6424,Weekly
Lisinopril,2620,3060,Quarterly
Insulin,1356,8940,Monthly
Insulin,5659,5592,Quarterly
Insulin,1666,3245,Quarterly
Atorvastatin,2684,8858,Weekly
Metformin,6280,4620,Weekly
Lisinopril,7006,2547,Weekly
